序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
682,246522414256,246524165888,二级评论,10351939,寒川雪羽,6,保密,王安石变法,2024-11-07 11:14:31,0,0,,安徽,否,https://i1.hdslb.com/bfs/baselabs/522361ecd842c2a68c410230fa9523550d721834.jpg
683,0,246522234032,一级评论,478205928,交通肇事,6,保密,别裁邮递员就行[doge_金箍],2024-11-07 10:51:51,2,23,音乐能抚平我这躁动的心,山东,是,https://i0.hdslb.com/bfs/face/2bbd15509df9817bd55f79e91332003ebc1510fb.jpg
684,246522234032,246564981344,二级评论,37291948,bili_37291948,5,保密,美国邮政部长可是第一部长，顺位第一继任总统的部长,2024-11-08 01:32:28,0,2,凭心情原创动画制作,山东,否,https://i1.hdslb.com/bfs/face/20a37cc7e89669e08cd6d1585f754c84bd9cf284.jpg
685,246522234032,246577026848,二级评论,12034394,Liaks,6,男,李自成是吧[doge_金箍],2024-11-08 04:39:07,0,3,,湖北,是,https://i2.hdslb.com/bfs/face/0f88c3a70ac81af9a9c87ba564ddc4492c74f647.jpg
686,0,246227254865,一级评论,15193173,牛羊成群呀,6,保密,上次看心理测量者啥时候，12年前？开始了 开始了 越来越有意思了,2024-11-07 10:50:59,0,1,,四川,否,https://i0.hdslb.com/bfs/face/92aa03d5f27d5d997f7694c463554d156e945b17.jpg
687,0,246522054112,一级评论,348614947,大饼油条脆麻花,6,保密,美国公务员工资不高的，他们就是退休有一笔客观的退休金。,2024-11-07 10:49:50,0,1,,浙江,否,http://i1.hdslb.com/bfs/face/566d4c768f6c8b1e12a790984bdd02a969883a19.jpg
688,0,246227031217,一级评论,10020357,银之十三,6,男,“我作为大统领的权力是无限哒”.jpg,2024-11-07 10:48:04,0,2,,广东,是,http://i0.hdslb.com/bfs/face/de4007a1e6db22f4cd3882143dfba6d240dc9eaa.jpg
689,0,246226873329,一级评论,300224462,芙宁娜・德・枫丹,5,保密,y,2024-11-07 10:45:51,0,1,规矩你是知道的，如果你想要，你就得自己来拿,广西,否,https://i2.hdslb.com/bfs/face/ec890a6a93f861137b25113eee5833d3c4a0137e.jpg
690,0,246226832305,一级评论,9230591,春晚转手绢的赛博老广,6,男,我说怎么这几天逛贴吧，上海特斯拉那帮打螺丝的都亢奋的很，跟嗑药了一样,2024-11-07 10:44:08,0,0,虽然他不懒，但还是什么都没有留下。,湖北,是,https://i2.hdslb.com/bfs/face/33f6fc382cd9bd2c320660af5096352c28d60441.jpg
691,0,246521499632,一级评论,1234243748,si605506,4,保密,"塞翁失马 焉知非福 ， 川普胜选  焉知非祸  ！这些年 美国国力迅速的衰败
2024年之后的美国 ，别说是川普了  就算是请出上帝来担任美国总统  也没救 ！
铁口直断 ：商人川普 再次入主白宫 ， 铁定把美国玩残 （欧盟与美国 铁定决裂 ）",2024-11-07 10:42:14,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
692,0,246521358704,一级评论,1856571033,行知致知,3,保密,敢动美联储？？？？之前总统都怎么没得啊。。。。普普,2024-11-07 10:42:00,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/890d14c710c25d7c1abea93db518f97eaab178fd.jpg
693,0,246226721217,一级评论,1167846164,有梦最美666,4,男,特朗普为何能赢？网友可以看看本人11月6日发表在哔哩哔哩视频《特朗普为何能战胜哈里斯当选美国总统？》，看后将会了解深层根本原因,2024-11-07 10:41:48,0,2,,福建,否,https://i2.hdslb.com/bfs/face/abcc0f324ca242b63614474ec915038969a834be.jpg
694,0,246521484288,一级评论,1274672729,兰-冰,4,保密,会出现美国李自成吗？,2024-11-07 10:41:43,0,0,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
695,0,246521156704,一级评论,1595901217,近朱者赤红,4,保密,下期讲一讲明朝张居正的公务员考成法，为什么海瑞罢官，为什么张居正死后被敌人查抄家产？特朗普私带公文回家被查抄过，历史由后人书写，仅供坏人参考。,2024-11-07 10:37:45,0,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
696,0,246521027312,一级评论,1595776445,bili_34046692366,4,男,阿根廷特朗普？美国米莱！,2024-11-07 10:36:55,0,0,,河南,是,http://i2.hdslb.com/bfs/face/7d19c31b2f1ddef270bf0edaf62c5fb56aacfe2d.jpg
697,0,246225874049,一级评论,21268,志绪,5,保密,得，这么搞，他绝对要被搞死了,2024-11-07 10:32:14,0,0,ACG极端正统派原教旨主义,广西,是,https://i1.hdslb.com/bfs/face/b8b071de63b6cd86f99b8392dc444456fb5c6074.jpg
698,0,246520285024,一级评论,3493139134286519,manted22,3,男,中国更多,2024-11-07 10:27:41,0,1,,广东,否,https://i2.hdslb.com/bfs/face/833f5b6a7fe77609f51071f1e26f717a844bbe14.jpg
699,0,246225093089,一级评论,1556290659,暴走的小鼠标,4,男,你还别说，特朗普搞不好真是美国中兴之主！！感觉会让美国减肥，年轻！！！我国其实也需要一定革新！！,2024-11-07 10:21:52,0,8,计算机行业一小学生！,湖北,否,https://i0.hdslb.com/bfs/face/2e73ca1e3c8cfeeb4495aab0f32c2157daca9cbf.jpg
700,0,246224791137,一级评论,3494370208647891,老鬼当家2,5,保密,"懂王的第一个任期确实是他和建制派的Battle，甚至可以说，总体上懂王是输多赢少
这个米尔斯海默在受访问时也说过",2024-11-07 10:19:14,0,1,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
701,0,246224718689,一级评论,3493262461504154,私是士思噢,3,保密,AFUERA! AFUERA! AFUERA! AFUERA!,2024-11-07 10:17:26,0,1,,中国香港,否,https://i2.hdslb.com/bfs/face/0cab3f8867e4580eb6dde214e6fbd4d1c80172d1.jpg
702,0,246519304112,一级评论,11376408,贺队长,6,男,忠！诚！,2024-11-07 10:15:13,0,1,,河南,是,https://i0.hdslb.com/bfs/face/6704c44dcb126c2fb930618bd7eb0688b61db75a.jpg
703,0,246518921168,一级评论,435887618,jixushui,4,保密,关于美国公务员占人口比例，感觉有些出乎意料，up主给个数据链接吧，口说无凭,2024-11-07 10:11:18,0,1,,北京,是,https://i2.hdslb.com/bfs/face/dfc8255c5b46369483dc6176907c6d6f0a0b8e42.jpg
704,0,246518993200,一级评论,95849848,socool4006,6,保密,普大人，要想有所作为，你得好好活着[滑稽],2024-11-07 10:10:59,0,1,,四川,否,https://i1.hdslb.com/bfs/face/ebc162a205575ec470bab2e123f8b98759d0db9c.jpg
705,0,246223716033,一级评论,1988487,syh1947,6,保密,说说而已啦，选上了不执行就好了,2024-11-07 10:03:43,0,1,,上海,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
706,0,246517942800,一级评论,12031803,张哆哆,5,保密,什么？懂王的上个任期是民主党？我现在才知道,2024-11-07 09:58:46,1,1,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
707,246517942800,246564842656,二级评论,37291948,bili_37291948,5,保密,很久以前是民主党的,2024-11-08 01:32:54,0,0,凭心情原创动画制作,山东,否,https://i1.hdslb.com/bfs/face/20a37cc7e89669e08cd6d1585f754c84bd9cf284.jpg
708,0,246517936736,一级评论,27645,西行寺凹凹子,6,保密,看来不管信不信懂王能中兴先不谈，至少大部分人都已经达成一致的是美国已经到了不得不中兴的态势了 。[doge_金箍]世界变得可真的是太快了。,2024-11-07 09:58:31,3,11,世界末日前的最后一个情人节，和四个妹子一起开始了同居的生活……,澳大利亚,否,https://i0.hdslb.com/bfs/face/b8a17a7dc229bad7755228f372bf13d0acbcc26b.jpg
709,246517936736,246812242320,二级评论,442868142,ID382947229,6,保密,事到如今，即使是最舔的精美也不得不承认美帝已经不复以往了。,2024-11-10 18:39:15,0,0,,陕西,否,https://i0.hdslb.com/bfs/face/38f6605f1594facd8febe0873295220fa0b77f7e.jpg
710,246517936736,247029194449,二级评论,408765564,果冻橙oran,5,保密,美国中兴对我们中国有啥好的，我一点都不看好！,2024-11-17 08:51:07,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
711,247029194449,249791286401,二级评论,672775787,我愛云宝,5,保密,回复 @果冻橙oran :那肯定的[doge],2024-12-21 04:19:51,0,0,,辽宁,是,https://i2.hdslb.com/bfs/face/6e38b4994adaafb2d06be6db4b7606dc1498dbf3.jpg
712,0,246517887504,一级评论,94909743,清明辞,5,男,明朝清理驿站清出了一个李自成[蛆音娘_吃瓜群众],2024-11-07 09:57:45,4,3,为什么要写这个？,福建,是,https://i0.hdslb.com/bfs/face/2cc8970de9af634f05269ab5194b6d781936cd04.jpg
713,246517887504,246519087856,二级评论,406775316,自得其乐的鸟,4,保密,集权国家和民主国家体制不一样结果不一样。民主国家要是政策做的人民不满意，过4年就能让他下台，集权国家下面的问题反应上不去，只能揭竿而起,2024-11-07 10:12:55,0,3,,中国台湾,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
714,246519087856,246234081057,二级评论,254466890,piroshki00,6,保密,回复 @自得其乐的鸟 : 国会大厦：你说得对[吃瓜],2024-11-07 12:19:16,0,2,,山东,否,https://i2.hdslb.com/bfs/face/aa1d0b7c7c74ead5ef66da75d0a028f9b57db824.jpg
715,246517887504,246654426736,二级评论,24726003,迂逗,6,保密,拿封建政府和现代政府做比较也是没谁了,2024-11-09 03:05:07,0,1,,湖南,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
716,246517887504,246677134993,二级评论,1420366496,楚儿不冷,4,保密,笑死，美国人听他的?谁粉丝最多。,2024-11-13 04:24:22,0,0,把我发的视频看完再评论，OK？,广东,否,https://i2.hdslb.com/bfs/face/405e3a511062794ce3cfd26eee524a0cf02ba0c8.jpg
717,0,246223111329,一级评论,82504065,一定请低调,6,保密,他们都是我陷害的，你们不能这样对我,2024-11-07 09:56:23,0,1,,广东,否,https://i0.hdslb.com/bfs/face/bbfb42fe22ad3804dc9f8af98e1843557c1cca8d.jpg
718,0,246517713344,一级评论,36695836,skymonkey2016,5,保密,事实就是：美国政府砍掉一半的人完全不影响运转。而公务员臃肿的何止美国。,2024-11-07 09:55:45,17,60,,河南,否,https://i1.hdslb.com/bfs/face/fe22c47e3e62af1e6ffea6c8736336a0b7911e57.jpg
719,246517713344,246228343425,二级评论,199459371,挪威的雪国,5,女,请说出来[doge],2024-11-07 11:03:48,0,3,,安徽,否,https://i0.hdslb.com/bfs/face/aaa2d8f30cdf7ba02302a5782c2e728dd5046405.jpg
720,246517713344,246228419105,二级评论,199459371,挪威的雪国,5,女,请直接表达你的观点,2024-11-07 11:04:02,0,8,,安徽,否,https://i0.hdslb.com/bfs/face/aaa2d8f30cdf7ba02302a5782c2e728dd5046405.jpg
721,246228343425,246526643648,二级评论,443047835,niu子参上,6,男,回复 @挪威的雪国 :你巴不得兄弟封号是吧[脱单doge],2024-11-07 11:45:29,0,1,,黑龙江,是,https://i2.hdslb.com/bfs/face/1151fa7251c378b9d36f491ad2062d4b78404192.jpg
722,246228343425,246527078560,二级评论,622927311,小满嘻希,4,保密,回复 @挪威的雪国 :要不都想考公务员呢,2024-11-07 11:51:59,0,3,,山东,否,https://i0.hdslb.com/bfs/face/fb469cdb56e6deebfacaa11a5126d4f06c87dd11.jpg
723,246517713344,246528701728,二级评论,11363802,洒落人间的雨,6,男,完全不一样。美国人想的是有啥事自己解决，不希望政府干预自己。而咱们很多人一有啥事就指望政府能关注自己，典型的例子就是各种举着身份证在网上发视频的，就这两种截然不同的社会环境怎么进行对比？而且事实上咱们不是多人而是少人，要不然哪来那么多派遣、临时工。,2024-11-07 12:13:30,0,6,,北京,是,https://i0.hdslb.com/bfs/face/58dcf9b949e8fd1acb6dafd8d78060d045d1b956.jpg
724,246517713344,246233949441,二级评论,254466890,piroshki00,6,保密,事实就是：当年马斯克优化推特优化到大动脉把推特整崩了[吃瓜],2024-11-07 12:17:53,0,4,,山东,否,https://i2.hdslb.com/bfs/face/aa1d0b7c7c74ead5ef66da75d0a028f9b57db824.jpg
725,246528701728,246234988209,二级评论,199459371,挪威的雪国,5,女,回复 @洒落人间的雨 :主要一个普通人，他不拿着身份证发网上，他拿什么和那些企业家(xx大人物)抗衡，发信息?还是打电话?你觉得你打得过人家工厂门口的两个保安吗,2024-11-07 12:31:33,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/aaa2d8f30cdf7ba02302a5782c2e728dd5046405.jpg
726,246234988209,246530445024,二级评论,11363802,洒落人间的雨,6,男,回复 @挪威的雪国 :所以你觉得美国普通人是怎么处理这种情况的？你这种思维就是典型的中国人会有的思维。,2024-11-07 12:34:37,0,1,,北京,是,https://i0.hdslb.com/bfs/face/58dcf9b949e8fd1acb6dafd8d78060d045d1b956.jpg
727,246530445024,246531873968,二级评论,517590149,我一定会成为亿万富翁,4,保密,回复 @洒落人间的雨 : 因为美国有很多小团体如工会和社团可以互相对抗，而中国全是原子化，呵，并不是所谓都想政府管是没有选择,2024-11-07 12:52:14,0,2,殚精竭虑磨一技,四川,否,https://i2.hdslb.com/bfs/face/2b2d300c32a925d6855629678e3e3edb1f75518c.jpg
728,246233949441,246237649073,二级评论,94800487,争鱼虾,6,保密,回复 @piroshki00 :然后推特崩玩就稳定至今。还开始了盈利,2024-11-07 13:06:59,0,6,,广东,否,https://i1.hdslb.com/bfs/face/7746b1566d2d9d82a3e90a6ee80f8e85c2220ec5.jpg
729,246237649073,246247994481,二级评论,254466890,piroshki00,6,保密,回复 @争鱼虾 : 毕竟码农可不会给你玩心眼，裁完了大不了加点钱再请回来。你猜公务员会不会给你玩心眼？[吃瓜],2024-11-07 15:20:07,0,0,,山东,否,https://i2.hdslb.com/bfs/face/aa1d0b7c7c74ead5ef66da75d0a028f9b57db824.jpg
730,246517713344,246549286512,二级评论,3493094282496023,小加加天下第丶一,5,男,住口！,2024-11-07 16:31:56,0,0,,山东,否,https://i2.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg
731,246247994481,246263295345,二级评论,94800487,争鱼虾,6,保密,回复 @piroshki00 :这样裹挟民众的公务员不下岗留着过年？,2024-11-07 23:40:48,0,2,,广东,否,https://i1.hdslb.com/bfs/face/7746b1566d2d9d82a3e90a6ee80f8e85c2220ec5.jpg
732,246528701728,246336567601,二级评论,25225550,天舞之城陆,6,保密,回复 @洒落人间的雨 : 并不是，美国有很多教会，慈善组织，工会，社会组织，能帮人解决很多问题,2024-11-08 17:37:49,0,0,,广西,是,http://i2.hdslb.com/bfs/face/6c62333f88e375ad2fc888bfa1e79b054aa95603.jpg
733,246233949441,246402236337,二级评论,27191898,感达门seed,4,保密,"回复 @piroshki00 : 这个是必然然的，乱的大动脉，不砍到怎么知道是大动脉。[doge_金箍]
接回去就好了，主要还是要把杂质扔掉",2024-11-09 13:45:21,0,1,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
734,246336567601,247286206801,二级评论,176537855,呜啦啦水果茶,5,女,回复 @天舞之城陆 :我看到说 这些组织也是拿钱办事的[笑哭]只保护组内成员，对组外成员不管甚至威胁压迫加入,2024-11-20 12:32:20,0,0,就想当一条咸鱼,重庆,否,https://i2.hdslb.com/bfs/face/1f232a6cd410f1abd2750e4bbb4734f5d5d2f40e.jpg
735,247286206801,249363573281,二级评论,25225550,天舞之城陆,6,保密,"回复 @呜啦啦水果茶 :只保护自己人不很正常吗，每个组织团体的力量都是有限的
除了工会可能会胁迫，其他组织没有这个现象",2024-12-15 18:43:46,0,0,,广西,是,http://i2.hdslb.com/bfs/face/6c62333f88e375ad2fc888bfa1e79b054aa95603.jpg
736,0,246517764960,一级评论,4225646,鸦雀雾声,6,男,川普上去对国内真不一定是好事。他太正常了,2024-11-07 09:55:14,0,1,这个人是真的懒,山东,是,https://i2.hdslb.com/bfs/face/5b6511ca54a1af3b882ac70675ec4befb7996b7e.gif
737,0,246222617105,一级评论,629610472,盐道城自由的柑橘,5,保密,但是四年太短了,2024-11-07 09:49:17,3,1,,辽宁,否,https://i1.hdslb.com/bfs/face/aedf71366c73cfb6deffa6c7c3de4d89fc31584b.jpg
738,246222617105,246518371520,二级评论,406775316,自得其乐的鸟,4,保密,后人自有后人的智慧,2024-11-07 10:03:27,0,1,,中国台湾,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
739,246518371520,246543459440,二级评论,1899108848,楚庄王熊吕,5,保密,回复 @自得其乐的鸟 : 难不成真会有李自成[哦呼],2024-11-07 15:13:07,0,3,三年不飞，三年不叫，一飞必冲天，一鸣必惊人,江苏,否,https://i2.hdslb.com/bfs/face/65279bac05df278892e0a77f91bb7d433e201afb.jpg
740,246543459440,246341665505,二级评论,19998683,MuMuyiyi,6,保密,回复 @张怀民睡了没有 :李自成就是万斯,2024-11-08 21:40:53,0,1,特立独行       疏离人群      喜欢学习各种东西       爱美       超喜欢英语和唱歌       我是双鱼座,北京,是,https://i2.hdslb.com/bfs/face/1e9b040462a0a7342b0fe4f707238ad24df9b80a.jpg
741,0,246516926112,一级评论,95755330,锤飞你是我灬,6,男,美利坚三大弊：冗官，冗兵，冗政，我特安石要这天下太平，玉宇澄清,2024-11-07 09:45:32,0,1,破防的小丑请拉黑我,福建,否,https://i1.hdslb.com/bfs/face/de77c623e5f89fdecd6a4ce11f93a2994c9d2b80.jpg
742,0,246222427185,一级评论,50346564,悟空13,5,保密,确实厉害,2024-11-07 09:45:31,0,1,,福建,否,https://i0.hdslb.com/bfs/face/0df0c36c08c87ca1b0022bd51de90569632fbf12.jpg
743,0,246516264480,一级评论,325488729,纯今老师,4,保密,憧憬马斯克公务员效率提升计划，而不期待总统集权,2024-11-07 09:35:48,0,2,,黑龙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
744,0,246221604753,一级评论,32062387,Horizon1998,6,保密,四年能干啥？导致大规模失业，这批人的家庭加上朋友四年后就不会投给maga党，四年后民主党卷土重来，还不是要推翻原有的政策。,2024-11-07 09:33:25,0,1,永远都要保持学习状态！,广东,否,https://i1.hdslb.com/bfs/face/7a88c21ba36313ed1f47e61403f7cc41144f3a76.jpg
